airport_id,origin_codes,months_present,all_12_months,observed_seq_count,all_seq_mapping_pass,station_ids,unique_station_count,spatial_qualified
14674,SAF,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00023049,1,True
14679,SAN,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00023188,1,True
14683,SAT,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00012921,1,True
14685,SAV,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00003822,1,True
14689,SBA,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00053153,1,True
14696,SBN,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00014848,1,True
14698,SBP,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00093206,1,True
14704,SBY,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00093720,1,True
14709,SCC,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00027406,1,True
14711,SCE,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00054739,1,True
14716,SCK,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00023237,1,True
14730,SDF,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00093821,1,True
14747,SEA,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00024233,1,True
14761,SFB,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00012854,1,True
14771,SFO,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00023234,1,True
14783,SGF,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00013995,1,True
14794,SGU,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00093198,1,True
14812,SHR,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00024029,1,True
14814,SHV,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00013957,1,True
14828,SIT,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00025333,1,True
14831,SJC,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00023293,1,True
14842,SJT,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USC00417944,1,True
14843,SJU,1|2|3|4|5|6|7|8|9|10|11|12,True,1,False,,0,False
14869,SLC,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00024127,1,True
14877,SLN,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00013922,1,True
14893,SMF,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00093225,1,True
14905,SMX,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00023273,1,True
14908,SNA,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00093184,1,True
14952,SPI,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00093822,1,True
14955,SPN,1|2|3|4|5|6|7|8|9|10|11|12,True,1,False,,0,False
14960,SPS,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00013966,1,True
14986,SRQ,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00012871,1,True
15008,STC,1|2|3|4|5|6|7|8|10|11|12,False,2,True,USW00014926,1,False
15016,STL,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00013994,1,True
15023,STS,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00023213,1,True
15024,STT,1|2|3|4|5|6|7|8|9|10|11|12,True,1,False,,0,False
15027,STX,1|2|3|4|5|6|7|8|9|10|11|12,True,2,False,,0,False
15041,SUN,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00094161,1,True
15048,SUX,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00014943,1,True
15070,SWF,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00014714,1,True
15074,SWO,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00003965,1,True
15096,SYR,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00014771,1,True
15249,TLH,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00093805,1,True
15295,TOL,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00094830,1,True
15304,TPA,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00012842,1,True
15323,TRI,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00013877,1,True
15356,TTN,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00014792,1,True
15370,TUL,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00013968,1,True
15376,TUS,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00023160,1,True
15380,TVC,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00014850,1,True
15389,TWF,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00094178,1,True
15401,TXK,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00013977,1,True
15411,TYR,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00013972,1,True
15412,TYS,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00013891,1,True
15569,VCT,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00012912,1,True
15607,VLD,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00093845,1,True
15624,VPS,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00013858,1,True
15628,VRB,12,False,1,True,USW00012843,1,False
15841,WRG,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00025338,1,True
15897,WYS,5|6|7|8|9|10,False,1,True,USW00094163,1,False
15919,XNA,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00053922,1,True
15991,YAK,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00025339,1,True
16101,YKM,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00024243,1,True
16218,YUM,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00003145,1,True
16422,GUF,5|6|7|8|9|10|11|12,False,2,True,USW00063885,1,False
16869,XWA,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00094099,1,True
